Rank;Name;Platform;Year;Genre;Publisher;EU_Sales
764;Super Mario RPG: Legend of the Seven Stars;SNES;1996;Role-Playing;Nintendo;0
765;Mahjong;NES;1983;Misc;Nintendo;0
766;R.C. Pro-Am;NES;1988;Racing;Nintendo;0.38
767;SimCity 2000;PC;1992;Simulation;Maxis;0.84
768;Demon Attack;2600;1981;Shooter;Imagic;0.12
769;Dance Dance Revolution Extreme;PS2;2004;Simulation;Konami Digital Entertainment;0.81
770;Tetris DS;DS;2006;Puzzle;Nintendo;0.07
771;Final Fantasy Tactics Advance;GBA;2003;Role-Playing;SquareSoft;0.37
772;Far Cry: Primal;PS4;2016;Action;Ubisoft;1.16
773;Toy Story 3: The Video Game;DS;2010;Action;Disney Interactive Studios;0.97
774;Final Fantasy III;DS;2006;Role-Playing;Square Enix;0.05
775;Kirby's Epic Yarn;Wii;2010;Platform;Nintendo;0.09
776;Project Gotham Racing;XB;2001;Racing;Microsoft Game Studios;0.61
777;Golf;GB;1989;Sports;Nintendo;0.33
778;NBA 2K12;PS3;2011;Sports;Take-Two Interactive;0.27
779;Borderlands;PS3;2009;Shooter;Take-Two Interactive;0.62
780;Tony Hawk's Pro Skater;N64;2000;Sports;Activision;0.4
781;PES 2009: Pro Evolution Soccer;PS3;2008;Sports;Konami Digital Entertainment;1.34
782;Need for Speed: Hot Pursuit 2;PS2;2002;Racing;Electronic Arts;0.31
783;Mario Sports Mix;Wii;2010;Sports;Nintendo;0.45
784;Rock Band;Wii;N/A;Misc;MTV Games;0.56
785;Dynasty Warriors 4;PS2;2003;Action;Tecmo Koei;0.21
786;Mortal Kombat;X360;2011;Fighting;Warner Bros. Interactive Entertainment;0.33
787;Parasite Eve;PS;1998;Role-Playing;SquareSoft;0.07
788;Scooby-Doo! Night of 100 Frights;PS2;2002;Platform;THQ;0.72
789;Project Gotham Racing (JP weekly sales);XB;2002;Action;Microsoft Game Studios;0.44
790;Need for Speed: Most Wanted 5-1-0;PSP;2005;Racing;Electronic Arts;0.13
791;Portal 2;X360;2011;Shooter;Valve Software;0.51
792;Devil May Cry 3: Dante's Awakening;PS2;2005;Action;Capcom;0.63
793;Derby Stallion;PS;1997;Sports;ASCII Entertainment;0
794;Dead Rising;X360;2006;Action;Capcom;0.65
795;Finding Nemo;PS2;2003;Action;THQ;0.6
796;NBA 2K11;X360;2010;Action;Take-Two Interactive;0.12
797;Wipeout: The Game;Wii;2009;Misc;Mindscape;0
798;The Sims 2: Pets;DS;2006;Simulation;Electronic Arts;0.94
799;Battlefield: Hardline;PS4;2015;Shooter;Electronic Arts;0.93
800;Metal Gear Solid: Peace Walker;PSP;2010;Action;Konami Digital Entertainment;0.42
801;World of Warcraft: Cataclysm;PC;2010;Role-Playing;Activision;0.32
802;Tetris Worlds;PS2;2002;Puzzle;THQ;0.71
803;Need For Speed: Undercover;PS3;2008;Racing;Electronic Arts;1.02
804;Dance Dance Revolution: Hottest Party;Wii;2007;Simulation;Konami Digital Entertainment;0.52
805;Mario Party 5;GC;2003;Misc;Nintendo;0.33
806;Ghostbusters: The Video Game (DS Version);PS3;2010;Action;Take-Two Interactive;0.99
807;Sim Theme Park;PC;1998;Strategy;Electronic Arts;0.04
808;Warcraft: Orcs & Humans;PC;1994;Strategy;Activision;1.08
809;Skate 3;PS3;2010;Sports;Electronic Arts;0.94
810;Spec Ops: Airborne Commando;PS;2002;Shooter;Take-Two Interactive;0.46
811;Kingdom Hearts: Birth by Sleep;PSP;2010;Role-Playing;Square Enix;0.42
812;UFC 2009 Undisputed;X360;2009;Fighting;THQ;0.39
813;Dark Souls;PS3;2011;Role-Playing;Namco Bandai Games;0.54
814;Yu-Gi-Oh! The Eternal Duelist Soul;GBA;2001;Strategy;Konami Digital Entertainment;0.36
815;Need for Speed: ProStreet;X360;2007;Racing;Electronic Arts;0.8
816;The Sims 3;PS3;2010;Simulation;Electronic Arts;0.97
817;Tom Clancy's Splinter Cell: Conviction;X360;2010;Action;Ubisoft;0.63
818;Pokemon Mystery Dungeon: Red/Blue Rescue Team;GBA;2005;Role-Playing;Nintendo;0.52
819;The Incredibles;GBA;2004;Action;THQ;0.77
820;R4: Ridge Racer Type 4;PS;1998;Racing;Namco Bandai Games;0.46
821;SoulCalibur II;PS2;2003;Fighting;Namco Bandai Games;0.62
822;Mario & Luigi: Dream Team;3DS;2013;Role-Playing;Nintendo;0.57
823;Need for Speed: ProStreet;PS3;2007;Racing;Electronic Arts;0.92
824;Carnival Games;DS;2008;Misc;Take-Two Interactive;0.64
825;NBA 2K14;PS3;2013;Sports;Take-Two Interactive;0.33
826;Pokémon Mystery Dungeon: Blue Rescue Team;DS;2005;Role-Playing;Nintendo;0.06
827;Sonic Mega Collection;GC;2002;Misc;Infogrames;0.48
828;Diablo III;PS3;2013;Role-Playing;Activision;0.83
829;NBA Jam;GEN;1992;Sports;Arena Entertainment;0.25
830;PGR4 - Project Gotham Racing 4;X360;2007;Racing;Microsoft Game Studios;1.29
831;Kingdom Hearts 358/2 Days;DS;2009;Role-Playing;Square Enix;0.27
832;Dance Central 2;X360;2011;Misc;Microsoft Game Studios;0.42
833;Rayman Raving Rabbids: TV Party;Wii;2008;Misc;Ubisoft;1.09
834;SOCOM: U.S. Navy SEALs: Combined Assault;PS2;2006;Shooter;Sony Computer Entertainment;0.02
835;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft;1.02
836;Donkey Kong Country;GBA;2003;Platform;Nintendo;0.48
837;Need for Speed: The Run;PS3;2011;Action;Electronic Arts;1.06
838;Madden NFL 15;PS4;2014;Sports;Electronic Arts;0.25
839;1080°: TenEighty Snowboarding;N64;1998;Sports;Nintendo;0.61
840;Just Dance 3;X360;2011;Misc;Ubisoft;0.4
841;NBA Live 2004;PS2;2003;Sports;Electronic Arts;0.18
842;Dead Space;PS3;2008;Action;Electronic Arts;0.67
843;Call of Duty 2;X360;2005;Shooter;Activision;0.05
844;Madden NFL 15;X360;2014;Sports;Electronic Arts;0.09
845;Forza Horizon;X360;2012;Racing;Microsoft Game Studios;0.98
846;TouchMaster;DS;2007;Puzzle;Midway Games;1.27
847;Tom Clancy's The Division;XOne;2016;Shooter;Ubisoft;0.62
848;LEGO Marvel Super Heroes;PS3;2013;Action;Warner Bros. Interactive Entertainment;0.85
849;Fire Emblem: Awakening;3DS;2012;Role-Playing;Nintendo;0.45
850;DriveClub;PS4;2014;Racing;Sony Computer Entertainment;1.31
851;Super Street Fighter II;SNES;1993;Fighting;Nintendo;0.16
852;Mortal Kombat vs. DC Universe;PS3;2008;Fighting;Midway Games;0.3
853;Tenchu: Stealth Assassins;PS;1997;Action;Activision;0.64
854;Tennis;GB;1989;Sports;Nintendo;0.3
855;Harry Potter and the Chamber of Secrets;GBA;2002;Action;Electronic Arts;0.64
856;Harry Potter and the Chamber of Secrets;PS;2002;Action;Electronic Arts;1.09
857;SimCity;SNES;1991;Simulation;Nintendo;0.27
858;Battlefield 4;XOne;2013;Shooter;Electronic Arts;0.58
859;Resident Evil 6;X360;2012;Shooter;Capcom;0.63
860;Dragon Age: Inquisition;PS4;2014;Role-Playing;Electronic Arts;0.86
861;Sonic Classic Collection;DS;2010;Platform;Sega;0.8
862;Spyro: Enter the Dragonfly;PS2;2002;Platform;Universal Interactive;0.95
863;Call of Duty: World at War;Wii;2008;Shooter;Activision;0.59
864;Devil May Cry 2;PS2;2003;Action;Capcom;0.58
865;Burnout Paradise;PS3;2008;Racing;Electronic Arts;0.64
866;E.T.: The Extra Terrestrial;2600;1981;Action;Atari;0.11
867;BioShock Infinite;X360;2013;Shooter;Take-Two Interactive;0.57
868;Hot Shots Golf: Open Tee;PSP;2004;Sports;Sony Computer Entertainment;0.5
869;Rad Racer;NES;1986;Racing;Nintendo;0.37
870;Soccer;NES;1985;Sports;Nintendo;0.23
871;Kirby Squeak Squad;DS;2006;Platform;Nintendo;0.03
872;Tom Clancy's Rainbow Six: Vegas;X360;2006;Shooter;Ubisoft;0.65
873;Destiny;X360;2014;Shooter;Activision;0.49
874;Crash Nitro Kart;PS2;2003;Racing;Vivendi Games;1.01
875;Grand Theft Auto: San Andreas;XB;2005;Action;Take-Two Interactive;0.61
876;Star Wars: Dark Forces;PC;1994;Shooter;LucasArts;0.77
877;NBA Street Vol. 2;PS2;2003;Sports;Electronic Arts;0.2
878;Def Jam Vendetta;PS2;2003;Fighting;Electronic Arts;0.74
879;FIFA Soccer 09;X360;2008;Sports;Electronic Arts;1.26
880;Who wants to be a millionaire;PC;1999;Misc;Disney Interactive Studios;0
881;Scooby Doo and the Cyber Chase;PS;2001;Adventure;THQ;1.23
882;Alleyway;GB;1989;Puzzle;Nintendo;0.38
883;Dragon Ball Z: Budokai 3;PS2;2004;Fighting;Atari;0.15
884;Jet Moto 2;PS;1997;Racing;Sony Computer Entertainment;0.42
885;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft;0.4
886;X-Men Legends;PS2;2004;Role-Playing;Activision;0.72
887;Batman: Arkham Origins;X360;2013;Action;Warner Bros. Interactive Entertainment;0.61
888;Guitar Hero: World Tour;PS3;2008;Misc;Activision;0.56
889;Mortal Kombat II;SNES;1993;Fighting;Acclaim Entertainment;0.39
890;Virtua Fighter 2;SAT;1995;Fighting;Sega;0.26
891;Tetris DX;GB;1998;Puzzle;Nintendo;0.6
892;Mortal Kombat vs. DC Universe;X360;2008;Fighting;Midway Games;0.24
893;Watch Dogs;PS3;2014;Action;Ubisoft;0.89
894;Mario Super Sluggers;Wii;2008;Sports;Nintendo;0
895;Tomb Raider (2013);X360;2013;Action;Square Enix;0.87
896;The Legend of Zelda: Oracle of Ages;GB;2001;Action;Nintendo;0.53
897;Need for Speed: Shift;X360;2009;Racing;Electronic Arts;0.97
898;Monopoly;Wii;2008;Misc;Electronic Arts;0.85
899;Red Faction;PS2;2001;Shooter;THQ;0.96
900;The Sims: Makin' Magic;PC;2003;Simulation;Electronic Arts;0.8
901;MX Unleashed;PS2;2004;Racing;THQ;0.73
902;PaRappa The Rapper;PS;1996;Misc;Sony Computer Entertainment;0.16
903;Toy Story Mania!;Wii;2009;Misc;Disney Interactive Studios;0.67
904;Mario Party 3;N64;2000;Misc;Nintendo;0.16
905;Star Wars: The Force Unleashed;Wii;2008;Action;LucasArts;0.57
906;Game Party 2;Wii;2008;Misc;Midway Games;0.44
907;Destiny: The Taken King;PS4;2015;Shooter;Activision;0.78
908;LEGO Star Wars III: The Clone Wars;Wii;2011;Action;LucasArts;0.66
909;Star Wars Rogue Leader: Rogue Squadron II;GC;2001;Simulation;LucasArts;0.75
910;Max Payne 3;PS3;2012;Shooter;Take-Two Interactive;0.92
911;Need for Speed Rivals;PS4;2013;Racing;Electronic Arts;0.91
912;Madden NFL 09;PS3;2008;Sports;Electronic Arts;0.15
913;Yokai Watch;3DS;2013;Role-Playing;Nintendo;0.3
914;Ratchet & Clank Future: A Crack in Time;PS3;2009;Platform;Sony Computer Entertainment;0.54
915;Yu-Gi-Oh! Forbidden Memories;PS;1999;Role-Playing;Konami Digital Entertainment;0.44
916;Mortal Kombat: Deception;PS2;2004;Fighting;Midway Games;0.72
917;Hot Shots Golf 2;PS;1999;Sports;Sony Computer Entertainment;0.12
918;Medal of Honor: European Assault (All Region sales);PS2;2005;Shooter;Electronic Arts;0.69
919;WCW Nitro;PS;1998;Fighting;THQ;0.36
920;High School Musical: Sing It!;PS2;2007;Misc;Disney Interactive Studios;0.08
921;Star Fox Adventures;GC;2002;Adventure;Nintendo;0.53
922;FIFA 2000;PS;1998;Sports;Electronic Arts;1.47
923;Dynasty Warriors 3;PS2;2001;Action;THQ;0.16
924;Donkey Kong Country Returns;3DS;2013;Platform;Nintendo;0.62
925;The Legend of Zelda: Oracle of Seasons;GB;2001;Adventure;Nintendo;0.52
926;Madden NFL 06;XB;2005;Sports;Electronic Arts;0.03
927;Shrek 2;PS2;2004;Platform;Activision;0.69
928;The Legend of Dragoon;PS;1999;Role-Playing;Sony Computer Entertainment;0.44
929;Turok 2: Seeds of Evil;N64;1997;Platform;Acclaim Entertainment;0.41
930;SingStar;PS2;2004;Misc;Sony Computer Entertainment;1.37
931;LittleBigPlanet 3;PS4;2014;Platform;Sony Computer Entertainment;0.92
932;NBA Live 2002;PS2;2001;Sports;Electronic Arts;0.71
933;Phineas and Ferb;DS;2009;Action;Disney Interactive Studios;0.37
934;Chrono Cross;PS;1999;Role-Playing;SquareSoft;0.42
935;GoldenEye 007 (2010);Wii;2010;Action;Activision;0.71
936;Mario Party: Island Tour;3DS;2013;Misc;Nintendo;0.59
937;Jak 3;PS2;2004;Platform;Sony Computer Entertainment;0.49
938;Rayman Raving Rabbids 2;Wii;2007;Misc;Ubisoft;0.82
939;Kingdom Hearts: Chain of Memories;GBA;2004;Role-Playing;Square Enix;0.18
940;Pinball;NES;1984;Action;Nintendo;0.19
941;inFAMOUS 2;PS3;2011;Action;Sony Computer Entertainment;0.49
942;Gran Turismo Concept 2001 Tokyo;PS2;2001;Racing;Unknown;1.1
943;Demon's Souls;PS3;2009;Role-Playing;Namco Bandai Games;0.34
944;NCAA Football 06;PS2;2005;Sports;Electronic Arts;0.05
945;Hey You, Pikachu!;N64;1998;Simulation;Nintendo;0.06
946;2 Games in 1: Sonic Advance & ChuChu Rocket!;GBA;2005;Misc;THQ;0.49
947;World of Warcraft: Mists of Pandaria;PC;2012;Role-Playing;Activision;0.76
948;Jet Moto;PS;1996;Racing;Sony Computer Entertainment;0.4
949;Just Cause 3;PS4;2015;Action;Square Enix;1.02
950;Secret of Mana;SNES;1993;Role-Playing;SquareSoft;0.07
951;The Orange Box;X360;2007;Shooter;Electronic Arts;0.54
952;Air Combat;PS;1995;Simulation;Sony Computer Entertainment;0.33
953;Kirby: Triple Deluxe;3DS;2014;Platform;Nintendo;0.34
954;Sonic & Knuckles;GEN;1994;Platform;Sega;0.43
955;Namco Museum;PS2;2001;Misc;Namco Bandai Games;0.07
956;The Sims: Hot Date;PC;2001;Simulation;Electronic Arts;0
957;Metroid Prime 3: Corruption;Wii;2007;Shooter;Nintendo;0.74
958;Dragon Quest VI: Realms of Revelation;DS;2010;Role-Playing;Nintendo;0.21
959;The Evil Within;PS4;2014;Action;Bethesda Softworks;0.84
960;DDRMAX2: Dance Dance Revolution;PS2;2003;Simulation;Konami Digital Entertainment;0.59
961;Crazy Taxi;DC;2000;Racing;Sega;0.51
962;Virtua Fighter 4;PS2;2002;Fighting;Sega;0.44
963;Sly 2: Band of Thieves;PS2;2004;Platform;Sony Computer Entertainment;0.69
964;Guitar Hero: World Tour;PS2;2008;Misc;Activision;0.03
965;Sonic Advance 2;GBA;2002;Platform;Sega;0.59
966;Madden NFL 07;X360;2006;Sports;Electronic Arts;0
967;NBA 2K11;PS3;2010;Action;Take-Two Interactive;0.21
968;NFL GameDay 2000;PS;1999;Sports;989 Studios;0.68
969;Call of Duty: Black Ops 3;PS3;2015;Shooter;Activision;0.96
970;Disney's The Lion King;SNES;1994;Platform;Virgin Interactive;0.39
971;Beyond: Two Souls;PS3;2013;Adventure;Sony Computer Entertainment;0.88
972;Kinect Star Wars;X360;2012;Action;Microsoft Game Studios;0.57
973;Midnight Club II;PS2;2003;Racing;Take-Two Interactive;0.29
974;Dragon Quest Monsters: Joker;DS;2006;Role-Playing;Square Enix;0.03
975;SpongeBob SquarePants: SuperSponge;PS;2001;Action;THQ;0.58
976;The Getaway: Black Monday;PS2;2004;Action;Sony Computer Entertainment;1.01
977;Professor Layton and the Mask of Miracle;3DS;2011;Puzzle;Nintendo;0.95
978;Just Cause 2;PS3;2010;Action;Square Enix;0.94
979;Dragon's Dogma;PS3;2012;Role-Playing;Capcom;0.46
980;The Legend of Zelda: The Wind Waker;WiiU;2013;Action;Nintendo;0.57
981;50 Cent: Bulletproof;PS2;2005;Action;Vivendi Games;0.76
982;High School Musical: Sing It!;Wii;2007;Misc;Disney Interactive Studios;0.45
983;Wii Party U;WiiU;2013;Misc;Nintendo;0.54
984;Madden NFL 25;PS3;2013;Sports;Electronic Arts;0.03
985;Final Fantasy II;SNES;1991;Role-Playing;Square;0.09
986;Kirby 64: The Crystal Shards;N64;2000;Platform;Nintendo;0.06
987;Dead or Alive 3;XB;2001;Fighting;Microsoft Game Studios;0.29
988;UFC 2009 Undisputed;PS3;2009;Fighting;THQ;0.45
989;Metroid II: Return of Samus;GB;1991;Adventure;Nintendo;0.31
990;WWF Attitude;PS;1998;Fighting;Acclaim Entertainment;0.42
991;The SpongeBob SquarePants Movie;PS2;2004;Platform;THQ;0.54
992;Golden Sun;GBA;2001;Role-Playing;Nintendo;0.38
993;Sonic the Hedgehog 3;GEN;1994;Platform;Sega;0.47
994;Kid Icarus;NES;1986;Platform;Nintendo;0.12
995;Def Jam: Fight for NY;PS2;2004;Fighting;Electronic Arts;0.67
996;Tom Clancy's Ghost Recon;XB;2002;Shooter;Ubisoft;0.46
997;State of Emergency;PS2;2002;Action;Take-Two Interactive;0.67
998;BioShock Infinite;PS3;2013;Shooter;Take-Two Interactive;0.69
999;Hitman: Absolution;X360;2012;Action;Square Enix;0.9
1000;2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures;GBA;2007;Action;THQ;0.47
1001;Call of Duty: Black Ops 3;X360;2015;Shooter;Activision;0.48
